produto,price,entregue
Fone de Ouvido,2049.53,True
Mouse Gamer,1966.47,True
Teclado Mecânico,3056.0,True
Monitor,47.93,True
Cadeira Office,1724.12,True
Tablet,2578.8,False
Smartphone,3362.36,False
Smartwatch,3764.02,True
Mouse Gamer,3990.54,False
Notebook,2177.4,True
Notebook,3278.04,False
Webcam HD,3442.49,True
Monitor,2170.34,False
Fone de Ouvido,3227.16,False
Mouse Gamer,2043.55,False
Cadeira Office,1798.99,False
Cadeira Office,408.7,False
Teclado Mecânico,680.89,True
Monitor,1925.89,False
Teclado Mecânico,2041.93,True
Smartwatch,2778.68,True
Smartphone,4484.11,True
Cadeira Office,4351.62,False
Tablet,4583.33,False
Smartphone,2061.9,True
Teclado Mecânico,469.16,False
Tablet,4812.21,False
Tablet,700.73,False
Teclado Mecânico,1204.65,False
Smartphone,1500.66,False
Smartwatch,1581.88,False
Smartphone,3152.22,False
Monitor,103.96,False
Mouse Gamer,1767.06,False
Smartphone,615.34,False
Mouse Gamer,1198.01,False
Cadeira Office,129.2,True
Notebook,33.71,True
Smartphone,678.5,False
Cadeira Office,1833.51,False
Tablet,1718.75,False
Teclado Mecânico,1658.79,False
Notebook,2630.93,False
Notebook,1807.71,True
Tablet,1325.24,True
Fone de Ouvido,1446.63,True
Fone de Ouvido,1798.66,False
Cadeira Office,2761.2,False
Tablet,3541.43,True
Mouse Gamer,548.94,True
Smartphone,3842.67,False
Tablet,692.41,True
Webcam HD,257.05,True
Mouse Gamer,3949.04,False
Notebook,4050.56,True
Webcam HD,3447.31,True
Smartphone,2072.47,False
Tablet,2830.78,True
Smartwatch,1240.01,False
Monitor,2748.37,True
Mouse Gamer,4921.4,False
Fone de Ouvido,4289.91,False
Teclado Mecânico,3641.7,False
Tablet,3287.21,True
Smartwatch,958.07,True
Monitor,484.84,True
Fone de Ouvido,1833.98,True
Monitor,4649.79,False
Smartwatch,2623.96,True
Notebook,412.25,False
Fone de Ouvido,406.87,False
Monitor,3619.8,True
Fone de Ouvido,3477.72,True
Mouse Gamer,4057.86,True
Cadeira Office,4793.63,False
Smartphone,2756.79,False
Notebook,2175.99,False
Teclado Mecânico,3180.24,False
Tablet,32.2,True
Teclado Mecânico,3848.14,False
Tablet,3005.82,True
Webcam HD,3691.72,True
Webcam HD,941.82,True
Tablet,3325.99,False
Webcam HD,3837.6,True
Fone de Ouvido,3229.66,True
Monitor,261.08,False
Smartphone,469.12,True
Smartwatch,3568.08,False
Smartwatch,965.25,False
Teclado Mecânico,1905.89,False
Smartphone,4747.66,False
Tablet,3749.84,False
Smartwatch,2970.25,False
Tablet,2353.12,True
Notebook,1045.82,True
Smartwatch,3127.54,True
Monitor,2230.54,True
Webcam HD,2673.25,True
Mouse Gamer,2259.58,False
Teclado Mecânico,2526.48,True
Notebook,3290.09,True
Monitor,3885.73,True
Webcam HD,2522.1,True
Fone de Ouvido,3477.71,False
Cadeira Office,1169.78,True
Fone de Ouvido,856.68,True
Webcam HD,29.69,True
Mouse Gamer,2868.54,False
Smartphone,1776.81,False
Tablet,3761.68,True
Webcam HD,1165.92,True
Monitor,1497.9,True
Smartphone,3933.24,True
Mouse Gamer,86.65,False
Teclado Mecânico,4039.71,True
Fone de Ouvido,3777.67,True
Fone de Ouvido,757.01,True
Mouse Gamer,2658.49,False
Webcam HD,831.54,False
Teclado Mecânico,401.82,False
Tablet,1742.33,False
Mouse Gamer,3904.8,True
Monitor,1876.96,False
Smartphone,717.45,True
Smartphone,645.17,False
Tablet,2123.07,True
Smartphone,3093.16,True
Teclado Mecânico,2290.51,False
Smartwatch,1763.53,True
Tablet,1100.43,False
Tablet,4098.72,False
Cadeira Office,3736.7,True
Smartwatch,957.45,True
Monitor,2223.44,False
Monitor,3098.61,True
Monitor,2311.59,False
Smartwatch,1346.18,False
Cadeira Office,2266.94,True
Monitor,226.9,False
Smartphone,4829.86,True
Smartphone,1756.22,True
Cadeira Office,2550.73,True
Notebook,1923.14,True
Mouse Gamer,1085.63,True
Monitor,1009.88,True
Webcam HD,2999.55,True
Smartwatch,4844.45,False
Webcam HD,2074.14,True
Tablet,1197.59,False
Teclado Mecânico,3310.69,False
Fone de Ouvido,190.95,True
Monitor,1808.23,True
Notebook,3906.49,False
Notebook,1316.03,False
Mouse Gamer,4856.23,True
Webcam HD,763.15,True
Cadeira Office,2177.51,True
Cadeira Office,805.92,True
Notebook,138.01,True
Smartphone,3813.16,False
Mouse Gamer,725.1,False
Teclado Mecânico,792.67,True
Smartphone,2314.56,True
Fone de Ouvido,798.02,False
Notebook,2579.22,True
Smartwatch,558.61,False
Webcam HD,1147.97,True
Teclado Mecânico,358.67,True
Monitor,4808.53,True
Tablet,1948.83,True
Notebook,967.04,False
Smartwatch,1913.42,True
Monitor,3152.2,False
Smartphone,1861.73,True
Webcam HD,2040.51,False
Smartwatch,1484.48,False
Smartphone,4172.12,False
Mouse Gamer,2461.63,False
Notebook,1438.82,True
Tablet,2344.87,True
Smartphone,3498.99,False
Webcam HD,1154.28,False
Fone de Ouvido,1675.18,True
Monitor,511.11,True
Notebook,1155.13,False
Smartphone,3530.61,True
Smartphone,1552.87,False
Fone de Ouvido,1350.35,False
Smartwatch,4439.54,False
Monitor,1789.48,False
Webcam HD,2639.24,False
Tablet,4005.3,False
Cadeira Office,4140.85,True
Mouse Gamer,4453.04,False
Webcam HD,1295.39,False
Smartphone,2356.6,False
Webcam HD,4873.6,True
Fone de Ouvido,4392.62,False
Fone de Ouvido,2679.86,False
Teclado Mecânico,2577.52,True
Fone de Ouvido,3914.96,True
Monitor,4066.72,False
Monitor,2207.03,False
Smartphone,3366.15,False
Webcam HD,3533.96,False
Notebook,1717.57,False
Smartwatch,4001.54,False
Smartphone,2153.26,True
Fone de Ouvido,1140.23,False
Tablet,3063.29,False
Tablet,3341.49,False
Notebook,3013.62,True
Monitor,2268.54,True
Teclado Mecânico,4669.07,False
Fone de Ouvido,4254.02,False
Teclado Mecânico,1284.07,False
Webcam HD,3940.35,True
Smartwatch,3510.66,True
Smartphone,3117.28,True
Smartphone,2622.18,False
Cadeira Office,2201.22,False
Mouse Gamer,394.74,False
Notebook,2673.58,False
Fone de Ouvido,688.98,False
Monitor,162.28,True
Monitor,4650.13,True
Teclado Mecânico,1487.48,False
Smartwatch,2271.89,True
Mouse Gamer,4851.08,False
Notebook,79.97,True
Fone de Ouvido,824.48,True
Cadeira Office,944.89,False
Monitor,4015.56,False
Tablet,271.65,False
Mouse Gamer,1703.73,False
Notebook,1855.83,False
Tablet,4038.54,True
Smartwatch,3409.89,False
Teclado Mecânico,168.56,True
Cadeira Office,120.24,False
Fone de Ouvido,541.23,True
Tablet,1117.46,True
Cadeira Office,612.18,False
Cadeira Office,2440.99,False
Notebook,4247.95,True
Fone de Ouvido,1390.33,False
Teclado Mecânico,1663.06,True
Cadeira Office,1045.02,False
Cadeira Office,4330.02,False
Webcam HD,4977.1,False
Monitor,1501.28,True
Monitor,4034.28,False
Smartphone,1960.14,True
Tablet,1874.54,True
Teclado Mecânico,2831.89,False
Teclado Mecânico,4003.83,True
Monitor,2385.22,False
Mouse Gamer,4195.34,True
Cadeira Office,4575.35,False
Tablet,4833.89,True
Tablet,3418.17,False
Tablet,341.44,False
Cadeira Office,3197.62,False
Smartphone,1388.26,False
Smartwatch,1526.11,False
Teclado Mecânico,2506.14,True
Tablet,949.7,False
Tablet,78.52,False
Fone de Ouvido,536.18,True
Tablet,4492.45,True
Mouse Gamer,2675.8,True
Fone de Ouvido,1360.31,True
Smartwatch,3739.19,True
Smartwatch,2343.16,True
Cadeira Office,2934.97,True
Smartwatch,4103.02,True
Notebook,4215.18,True
Smartwatch,335.17,True
Notebook,2734.26,True
Cadeira Office,2058.96,False
Fone de Ouvido,2350.78,False
Fone de Ouvido,3725.19,True
Smartphone,942.87,False
Webcam HD,1982.81,True
Notebook,1614.71,True
Tablet,2156.11,True
Smartwatch,139.18,False
Smartphone,191.5,False
Tablet,2623.15,False
Fone de Ouvido,1278.46,False
Webcam HD,4555.73,True
Mouse Gamer,1182.96,True
Webcam HD,3925.05,False
Teclado Mecânico,1556.42,True
Notebook,3029.06,True
Tablet,1616.73,True
Mouse Gamer,1856.85,True
Smartphone,3919.01,False
Smartphone,2571.91,False
Smartwatch,2145.98,False
Smartwatch,1741.91,True
Smartwatch,3544.17,False
Notebook,1879.23,False
Notebook,3142.85,True
Teclado Mecânico,3608.21,False
Webcam HD,3086.25,False
Webcam HD,4020.87,True
Smartphone,4132.03,True
Teclado Mecânico,1241.33,True
Cadeira Office,2671.38,False
Monitor,2314.35,False
Fone de Ouvido,4653.0,True
Tablet,1525.91,True
Webcam HD,2270.39,False
Tablet,2682.4,False
Monitor,967.2,True
Fone de Ouvido,2236.27,False
Webcam HD,4627.0,True
Teclado Mecânico,4119.49,True
Smartphone,522.45,True
Fone de Ouvido,2875.96,True
Tablet,4741.33,True
Smartphone,3311.61,True
Cadeira Office,2274.26,True
Webcam HD,4332.95,False
Monitor,3812.04,False
Teclado Mecânico,1496.45,True
Notebook,3644.22,True
Cadeira Office,2367.43,True
Monitor,2982.81,True
Mouse Gamer,4917.1,True
Teclado Mecânico,3646.15,False
Mouse Gamer,1902.44,False
Smartphone,730.83,True
Smartwatch,4646.72,True
Mouse Gamer,2454.19,False
Cadeira Office,1063.15,True
Tablet,1235.16,False
Smartwatch,2919.85,False
Notebook,2764.5,False
Teclado Mecânico,1272.9,False
Cadeira Office,29.03,False
Smartphone,3171.38,True
Monitor,3787.08,False
Monitor,1745.87,False
Monitor,923.64,True
Tablet,3283.21,True
Notebook,1303.77,True
Smartphone,3329.1,False
Teclado Mecânico,3438.28,False
Monitor,4849.78,False
Notebook,4884.19,True
Teclado Mecânico,3377.34,False
Monitor,2699.8,True
Monitor,1071.53,True
Monitor,2091.98,True
Cadeira Office,431.2,True
Monitor,3884.24,False
Cadeira Office,1468.05,False
Fone de Ouvido,1906.16,True
Smartwatch,3888.71,True
Webcam HD,4874.44,True
Notebook,3683.07,True
Mouse Gamer,1666.42,False
Cadeira Office,1932.79,True
Monitor,2065.6,True
Monitor,2499.67,False
Webcam HD,2235.77,False
Webcam HD,4391.76,True
Smartphone,2610.1,True
Tablet,2716.32,False
Cadeira Office,1911.79,True
Teclado Mecânico,2791.27,False
Tablet,958.45,True
Fone de Ouvido,3132.37,False
Teclado Mecânico,3482.1,True
Smartwatch,1587.74,True
Tablet,2092.09,False
Monitor,2054.37,True
Fone de Ouvido,4168.09,True
Notebook,53.19,True
Tablet,2831.99,False
Fone de Ouvido,4341.29,False
Monitor,2337.73,False
Webcam HD,448.97,True
Smartwatch,1378.47,False
Tablet,3914.88,False
Smartphone,3213.79,False
Notebook,356.58,False
Fone de Ouvido,2663.74,False
Cadeira Office,3360.54,False
Webcam HD,962.83,False
Teclado Mecânico,1874.13,False
Smartphone,1825.71,True
Tablet,2565.77,False
Smartphone,289.45,False
Smartwatch,4455.5,False
Teclado Mecânico,701.61,True
Webcam HD,249.45,True
Notebook,4145.96,False
Cadeira Office,810.11,False
Monitor,651.44,True
Smartwatch,1770.59,False
Monitor,119.41,False
Tablet,4094.4,False
Cadeira Office,3655.98,True
Mouse Gamer,2661.68,True
Smartwatch,3418.92,False
Tablet,1576.32,False
Smartwatch,2064.97,True
Tablet,4484.02,False
Notebook,4411.09,True
Smartwatch,537.06,True
Notebook,448.68,False
Cadeira Office,4063.86,True
Webcam HD,2264.76,False
Webcam HD,3254.7,True
Mouse Gamer,2649.78,False
Cadeira Office,3374.16,False
Mouse Gamer,3279.79,False
Tablet,2354.4,False
Tablet,760.23,True
Monitor,3501.36,True
Tablet,4722.28,False
Tablet,4944.55,False
Notebook,4039.23,True
Monitor,4971.41,True
Notebook,3886.65,False
Webcam HD,75.89,True
Smartwatch,335.27,False
Monitor,3843.27,True
Notebook,606.37,True
Webcam HD,4688.37,True
Mouse Gamer,3163.61,False
Smartwatch,4129.46,False
Smartphone,3665.92,True
Smartphone,3208.28,False
Smartphone,1994.91,False
Fone de Ouvido,2241.64,False
Monitor,3907.07,True
Mouse Gamer,3894.41,False
Webcam HD,2379.6,False
Fone de Ouvido,1026.41,True
Fone de Ouvido,528.95,False
Teclado Mecânico,2229.88,True
Monitor,4795.97,True
Cadeira Office,3609.02,False
Mouse Gamer,3091.76,True
Smartwatch,4836.58,True
Cadeira Office,2556.68,True
Mouse Gamer,1145.25,False
Webcam HD,931.81,True
Monitor,1099.08,False
Smartwatch,2240.33,False
Monitor,122.22,True
Tablet,3335.55,True
Tablet,4097.95,True
Fone de Ouvido,519.55,True
Webcam HD,2706.61,False
Smartwatch,742.04,True
Teclado Mecânico,3721.56,False
Monitor,4348.99,False
Fone de Ouvido,3433.83,False
Cadeira Office,688.21,True
Teclado Mecânico,1652.39,False
Notebook,3050.88,True
Tablet,4106.62,False
Monitor,4359.79,True
Notebook,2132.07,True
Tablet,1722.02,True
Webcam HD,492.67,True
Monitor,1518.73,True
Smartphone,3054.03,False
Smartphone,1933.17,True
Tablet,2751.78,True
Cadeira Office,137.08,True
Teclado Mecânico,1571.27,False
Webcam HD,4962.29,False
Webcam HD,2003.77,True
Smartwatch,3396.09,True
Webcam HD,2504.13,False
Mouse Gamer,1691.87,True
Smartwatch,62.69,True
Teclado Mecânico,1157.61,True
Notebook,3129.74,True
Fone de Ouvido,4376.38,False
Tablet,4009.42,True
Notebook,3893.29,False
Fone de Ouvido,1205.82,True
Notebook,3275.36,True
Monitor,3819.63,True
Notebook,636.67,True
Smartphone,3675.31,False
Monitor,3621.35,True
Fone de Ouvido,777.06,True
Smartwatch,1601.39,True
Mouse Gamer,337.11,True
Notebook,1777.1,True
Teclado Mecânico,1381.05,False
Monitor,3163.09,False
Smartwatch,893.38,False
Tablet,4016.44,False
Mouse Gamer,2837.3,True
Monitor,2973.5,False
Mouse Gamer,397.09,True
Smartphone,1551.26,False
Webcam HD,767.08,False
Cadeira Office,1606.95,True
Monitor,1074.35,False
Smartphone,3681.89,True
Monitor,4075.99,False
Notebook,996.71,True
Teclado Mecânico,3853.41,True
Teclado Mecânico,3704.15,False
Mouse Gamer,2170.82,False
Mouse Gamer,2277.8,False
Smartphone,2521.9,False
Mouse Gamer,2757.24,True
Tablet,3607.23,False
Webcam HD,4276.68,True
Notebook,1393.74,True
Teclado Mecânico,2159.51,False
Teclado Mecânico,201.78,True
Notebook,2693.02,False
Cadeira Office,760.88,True
Fone de Ouvido,1258.71,False
Fone de Ouvido,955.5,True
Smartwatch,1856.9,True
Smartwatch,2754.25,True
Fone de Ouvido,1773.25,False
Cadeira Office,1089.73,False
Mouse Gamer,1836.21,True
Fone de Ouvido,4084.31,True
Smartphone,3865.86,False
Mouse Gamer,713.51,False
Tablet,805.3,True
Monitor,2566.45,False
Notebook,3519.44,True
Teclado Mecânico,2945.2,True
Monitor,1392.56,True
Smartphone,2329.78,True
Tablet,513.48,True
Mouse Gamer,3799.97,True
Cadeira Office,2837.5,True
Webcam HD,1554.86,True
Monitor,4847.06,True
Mouse Gamer,193.67,True
Teclado Mecânico,3086.56,True
Notebook,648.71,True
Monitor,4381.2,False
Mouse Gamer,3651.56,True
Fone de Ouvido,3924.25,False
Fone de Ouvido,3094.52,True
Mouse Gamer,4856.71,False
Tablet,4068.62,False
Notebook,104.68,False
Monitor,1794.77,True
Teclado Mecânico,4671.23,False
Notebook,2064.63,False
Tablet,4810.87,True
Notebook,3220.65,True
Monitor,4032.97,False
Tablet,2402.42,False
Webcam HD,2260.39,True
Smartphone,2650.66,True
Fone de Ouvido,1660.18,False
Mouse Gamer,3092.0,False
Teclado Mecânico,3344.19,False
Teclado Mecânico,2443.74,False
Mouse Gamer,2205.65,False
Webcam HD,3826.31,True
Teclado Mecânico,2068.09,True
Cadeira Office,4207.01,True
Monitor,2745.01,False
Fone de Ouvido,1668.91,True
Cadeira Office,3806.23,True
Smartwatch,129.99,True
Monitor,4852.0,True
Webcam HD,4599.65,False
Tablet,1863.66,False
Monitor,1362.25,True
Monitor,2669.11,True
Monitor,4336.66,False
Tablet,4562.74,False
Mouse Gamer,165.58,False
Notebook,156.69,False
Tablet,2366.67,False
Fone de Ouvido,4508.44,False
Notebook,4678.56,False
Tablet,244.98,True
Smartphone,2611.86,False
Monitor,1793.11,False
Mouse Gamer,3082.06,False
Smartphone,1719.37,False
Tablet,2952.82,True
Smartphone,2083.77,True
Smartphone,3237.29,True
Smartphone,1986.86,False
Mouse Gamer,3077.4,False
Smartwatch,4592.04,False
Teclado Mecânico,1039.92,True
Notebook,1115.63,True
Notebook,592.06,False
Monitor,1543.55,True
Smartwatch,4080.36,True
Smartwatch,3064.56,False
Teclado Mecânico,4335.97,False
Smartwatch,2456.21,False
Smartphone,3109.7,False
Mouse Gamer,3135.51,True
Webcam HD,4178.0,False
Fone de Ouvido,359.44,True
Teclado Mecânico,4780.1,False
Smartwatch,150.9,False
Mouse Gamer,3007.24,True
Tablet,1303.85,True
Smartwatch,2126.36,True
Fone de Ouvido,2093.49,False
Smartphone,1232.39,False
Notebook,2322.08,False
Tablet,3673.35,True
Mouse Gamer,3878.68,True
Cadeira Office,3185.94,False
Mouse Gamer,1205.24,True
Mouse Gamer,1957.81,False
Mouse Gamer,3181.88,True
Teclado Mecânico,642.03,False
Fone de Ouvido,1344.66,True
Teclado Mecânico,4514.15,True
Monitor,542.48,False
Smartwatch,1690.08,True
Monitor,4226.11,False
Teclado Mecânico,542.23,True
Notebook,253.68,True
Smartphone,264.11,False
Notebook,310.68,True
Mouse Gamer,2489.43,False
Smartphone,4875.56,True
Smartwatch,538.67,True
Webcam HD,1139.01,True
Fone de Ouvido,4393.6,False
Notebook,2850.85,False
Smartphone,623.91,False
Monitor,1688.88,True
Fone de Ouvido,4838.53,False
Monitor,534.85,False
Webcam HD,72.73,True
Smartwatch,2644.64,True
Mouse Gamer,364.33,False
Cadeira Office,4066.5,True
Tablet,598.5,True
Tablet,2640.89,True
Monitor,4330.52,False
Tablet,1436.41,True
Notebook,1924.46,True
Smartphone,1643.44,True
Cadeira Office,2089.58,False
Webcam HD,2979.27,False
Notebook,2422.77,True
Fone de Ouvido,735.58,True
Monitor,299.19,False
Smartwatch,2786.84,True
Webcam HD,3506.02,True
Fone de Ouvido,3203.71,True
Teclado Mecânico,3879.3,True
Notebook,1352.98,False
Notebook,3071.5,True
Webcam HD,2469.88,False
Mouse Gamer,2065.64,False
Notebook,2767.46,True
Tablet,4050.04,False
Tablet,4884.93,False
Cadeira Office,4823.57,False
Monitor,488.54,False
Cadeira Office,636.77,False
Monitor,2364.07,False
Notebook,3093.54,False
Teclado Mecânico,3893.69,False
Cadeira Office,1388.89,False
Smartphone,1446.89,False
Smartphone,3262.26,False
Notebook,4133.36,False
Teclado Mecânico,2876.06,True
Teclado Mecânico,3411.97,False
Tablet,2432.89,True
Webcam HD,4849.79,True
Tablet,3831.35,False
Mouse Gamer,2344.88,False
Notebook,1126.64,False
Notebook,3621.83,False
Fone de Ouvido,4377.01,False
Monitor,357.55,True
Monitor,2734.33,False
Webcam HD,2803.35,False
Smartphone,2520.18,False
Mouse Gamer,4547.46,True
Monitor,4857.57,False
Teclado Mecânico,2643.1,False
Fone de Ouvido,728.66,True
Fone de Ouvido,635.62,True
Smartphone,2963.65,False
Fone de Ouvido,2480.48,True
Smartwatch,4616.2,False
Mouse Gamer,4735.0,False
Tablet,3956.69,True
Tablet,2087.36,True
Monitor,2885.88,True
Notebook,252.78,False
Monitor,2823.93,False
Smartphone,3619.99,True
Smartphone,3247.46,True
Mouse Gamer,1902.38,False
Fone de Ouvido,481.61,False
Monitor,40.49,True
Cadeira Office,2807.86,True
Notebook,3365.59,True
Smartphone,3696.86,True
Webcam HD,2358.21,True
Mouse Gamer,3125.52,False
Tablet,4571.36,True
Tablet,566.41,False
Smartphone,3951.48,False
Smartphone,3755.64,False
Tablet,4064.33,True
Mouse Gamer,4581.71,True
Webcam HD,1146.2,True
Smartphone,3850.73,False
Fone de Ouvido,909.18,False
Fone de Ouvido,1119.67,True
Webcam HD,2732.1,True
Cadeira Office,865.37,True
Tablet,3861.5,False
Fone de Ouvido,1586.25,True
Mouse Gamer,3282.34,False
Mouse Gamer,4279.63,False
Mouse Gamer,3654.44,True
Mouse Gamer,4349.28,False
Notebook,2819.9,True
Notebook,4824.83,False
Fone de Ouvido,4475.07,True
Monitor,3364.95,False
Smartphone,235.05,True
Smartphone,2360.42,False
Monitor,50.19,False
Smartphone,1726.39,True
Teclado Mecânico,2646.54,False
Smartphone,2616.8,False
Notebook,4712.4,True
Smartwatch,2987.49,True
Smartphone,3340.68,False
Smartphone,4843.27,False
Fone de Ouvido,3144.91,True
Mouse Gamer,4412.81,False
Smartwatch,161.4,True
Smartphone,4305.37,False
Smartphone,3725.69,False
Teclado Mecânico,1493.16,True
Fone de Ouvido,4254.17,False
Monitor,3913.83,False
Monitor,3614.51,True
Teclado Mecânico,4941.33,True
Notebook,4040.89,True
Webcam HD,454.33,True
Mouse Gamer,330.65,False
Mouse Gamer,4005.4,False
Mouse Gamer,1894.47,True
Smartwatch,3975.64,False
Webcam HD,3766.06,False
Teclado Mecânico,4776.75,True
Notebook,4286.66,True
Tablet,4943.29,False
Fone de Ouvido,3607.77,False
Mouse Gamer,1572.66,False
Smartwatch,997.34,True
Teclado Mecânico,1112.4,True
Fone de Ouvido,592.39,True
Smartphone,1071.5,False
Fone de Ouvido,4822.88,False
Notebook,3594.77,False
Webcam HD,3625.36,True
Fone de Ouvido,1232.14,True
Webcam HD,2514.04,True
Smartphone,1666.5,False
Mouse Gamer,630.14,True
Cadeira Office,3838.08,True
Smartwatch,1885.42,True
Fone de Ouvido,526.45,False
Monitor,2266.24,True
Monitor,2777.42,False
Monitor,4596.12,False
Cadeira Office,120.26,False
Monitor,4927.89,True
Mouse Gamer,2193.2,True
Cadeira Office,836.8,True
Teclado Mecânico,4754.14,True
Smartphone,1686.6,True
Monitor,1859.3,False
Smartphone,2465.88,False
Webcam HD,4821.42,True
Mouse Gamer,1059.41,True
Smartphone,402.4,False
Mouse Gamer,1906.5,False
Cadeira Office,3019.23,False
Notebook,2902.75,False
Cadeira Office,4450.38,False
Mouse Gamer,1113.67,True
Smartwatch,2409.26,False
Fone de Ouvido,743.66,True
Mouse Gamer,630.35,True
Tablet,1144.88,True
Monitor,2579.41,False
Teclado Mecânico,317.05,False
Smartwatch,3060.83,True
Tablet,3175.98,True
Mouse Gamer,705.24,False
Tablet,3848.0,False
Cadeira Office,370.75,True
Fone de Ouvido,4447.53,True
Cadeira Office,134.17,True
Mouse Gamer,4528.37,True
Smartwatch,2937.31,False
Fone de Ouvido,4206.5,True
Notebook,2222.4,True
Monitor,3647.05,True
Fone de Ouvido,2649.66,True
Smartwatch,1127.46,True
Mouse Gamer,4932.25,False
Monitor,327.64,False
Teclado Mecânico,62.06,False
Mouse Gamer,696.19,True
Teclado Mecânico,902.63,False
Fone de Ouvido,1584.25,True
Smartphone,2758.11,False
Smartwatch,2854.26,False
Fone de Ouvido,2581.89,True
Teclado Mecânico,1131.96,False
Fone de Ouvido,1264.44,False
Smartwatch,1242.92,False
Smartphone,3742.06,False
Teclado Mecânico,2153.32,True
Mouse Gamer,273.47,True
Smartphone,3504.99,False
Notebook,2028.2,True
Smartphone,3895.87,True
Teclado Mecânico,1213.17,False
